Function,Gene,NH4_1,NH4_2,NH4_3,NH4_average,alanine_1,alanine_2,alanine_3,alanine_average,log2FoldChange,pvalue,qvalue
glycine dehydrogenase (decarboxylating) (glycine cleavage system protein P-1),HVO_2402,10.521064,11.853276,11.657335,11.34389167,11.574154,10.217432,11.252935,11.01484033,-0.329051333,0.602690578,0.768442679
uspA domain protein,HVO_1853,8.543642,8.46095,8.098832,8.367808,7.256531,8.411864,8.448638,8.039011,-0.328797,0.47207059,0.697471845
putative repressor phrH2,HVO_0261,9.537467,8.435581,9.204086,9.059044667,8.6685295,9.123991,8.399368,8.7306295,-0.328415167,0.445837175,0.692655416
hypothetical protein,HVO_A0347,8.287949,7.2732215,7.1804256,7.580532033,7.2342076,7.725191,6.7994914,7.252963333,-0.3275687,0.501788258,0.716455109
"cob(II)yrinic acid a,c-diamide reductase",HVO_0641,7.2211976,7.2612853,7.7380195,7.406834133,7.0027175,6.9914637,7.24434,7.079507067,-0.327327067,0.152163702,0.546481085
Pre-mRNA splicing helicase,HVO_2955,7.7001486,8.3810835,8.489521,8.190251033,8.059188,7.4368124,8.097516,7.864505467,-0.325745567,0.37545823,0.661493618
"membrane protein, putative",HVO_1526,11.600974,11.611922,11.677849,11.63024833,11.720335,11.530426,10.664378,11.30504633,-0.325202,0.374791275,0.661493618
hypothetical protein,HVO_1924,6.8789988,7.116641,7.5313125,7.175650767,6.5974374,6.801542,7.153771,6.8509168,-0.324733967,0.264530554,0.637112965
Isopentenyl-diphosphate delta-isomerase,HVO_2506,10.970935,11.584679,11.478236,11.34461667,11.280159,10.675283,11.105087,11.02017633,-0.324440333,0.281803568,0.646700265
Luciferase-like monooxygenase superfamily,HVO_B0127,8.076816,7.0898905,7.453404,7.540036833,7.3138623,7.393151,6.945189,7.217400767,-0.322636067,0.369735442,0.661493618
DedA family,HVO_1969,6.5148115,6.0941405,6.237616,6.282189333,5.847828,6.145831,5.8856797,5.959779567,-0.322409767,0.105973231,0.468145845
unknown protein,HVO_B0324,7.5420775,6.5821323,6.650194,6.924801267,6.6888433,6.4854646,6.6331754,6.602494433,-0.322306833,0.364275131,0.661493618
hypothetical protein,HVO_0374,7.50412,6.5490456,7.1422024,7.065122667,6.7266026,7.2304964,6.273337,6.743478667,-0.321644,0.458344173,0.696037096
unknown protein,HVO_A0048,9.0005865,7.677652,8.154606,8.277614833,7.7647705,8.200601,7.910589,7.9586535,-0.318961333,0.477506985,0.701905325
hypothetical protein,HVO_2041,7.8949313,7.351442,6.609109,7.285160767,7.281511,7.192528,6.4269485,6.966995833,-0.318164933,0.527982138,0.72853491
ArcR family transcription regulator,HVO_A0266,7.7638187,6.891844,6.9484777,7.201380133,6.8662796,6.890855,6.895565,6.8842332,-0.317146933,0.323424392,0.65607814
"lipoprotein, putative",HVO_B0280,7.134182,6.624168,7.106353,6.954901,6.5655985,6.227644,7.1202917,6.637844733,-0.317056267,0.362033882,0.661493618
hypothetical protein,HVO_2009,9.145366,9.172166,9.179018,9.165516667,8.862046,9.007847,8.680804,8.850232333,-0.315284333,0.029555556,0.255737444
hypothetical protein,HVO_0512,7.3018003,6.562463,7.176117,7.0134601,6.520593,6.9279165,6.6504884,6.699665967,-0.313794133,0.29085111,0.647965339
glucan 14-alpha-glucosidase,HVO_A0149,8.249678,7.7045846,7.842233,7.9321652,7.6888328,7.7847567,7.382016,7.618535167,-0.313630033,0.198658423,0.602774471
archaeal histone,HVO_0520,9.024605,9.578385,9.082894,9.228628,9.344813,9.366095,8.035073,8.915327,-0.313301,0.54470657,0.737100721
Predicted transcription regulator,HVO_2236,10.6911545,10.651543,10.400594,10.58109717,10.432727,10.894855,9.4759035,10.2678285,-0.313268667,0.504426205,0.718676592
sugar transporter,HVO_1349,6.4106636,7.1390357,7.1310296,6.8935763,6.660868,6.334206,6.7469606,6.5806782,-0.3128981,0.314452355,0.654544463
hypothetical protein,HVO_A0012,9.871221,9.466274,9.488334,9.608609667,9.471262,9.832765,8.584046,9.296024333,-0.312585333,0.471524326,0.697471845
conserved hypothetical protein,HVO_1278,6.9432573,6.642531,6.2738953,6.619894533,6.200884,6.3266335,6.3984566,6.308658033,-0.3112365,0.198198531,0.602774471
aminomethyltransferase (glycine cleavage system protein T),HVO_2404,9.690233,11.148981,10.821512,10.55357533,10.580161,9.630458,10.516553,10.24239067,-0.311184667,0.593859701,0.762413308
probable transposase (homolog to transposon ISSod10 OrfA),HVO_A0403,8.123587,7.0111876,7.251827,7.462200533,7.0729012,7.383341,6.9982696,7.151503933,-0.3106966,0.434302031,0.686927303
IS1341-type transposase,HVO_B0241,9.881395,9.222653,8.850982,9.318343333,9.169448,9.083313,8.770282,9.007681,-0.310662333,0.392959096,0.668300866
hypothetical protein,HVO_1430,6.9354215,6.725772,6.4048653,6.688686267,6.30478,6.403099,6.4266334,6.3781708,-0.310515467,0.122072227,0.495193259
IS1341-type transposase,HVO_A0018,7.5175195,6.570204,6.9875526,7.025092033,6.674944,7.074085,6.3981986,6.715742533,-0.3093495,0.410683569,0.675809015
"membrane protein, putative",HVO_B0135,10.107657,9.567638,10.047735,9.907676667,9.785056,9.619831,9.390111,9.598332667,-0.309344,0.207085346,0.610448142
XerC/D-like integrase,HVO_0258,7.507912,6.5307307,7.0534625,7.030701733,6.7310977,6.850819,6.582757,6.7215579,-0.309143833,0.350555381,0.661493618
preprotein translocase subunit SecD,HVO_1976,8.904118,10.055083,9.833783,9.597661333,9.523894,8.578306,9.765774,9.289324667,-0.308336667,0.574883172,0.753358654
ABC-type transport system permease protein (probable substrate sulfate/molybdate),HVO_B0370,7.5097175,7.089292,7.4814515,7.360153667,6.940029,6.9330797,7.284374,7.052494233,-0.307659433,0.159837531,0.549293482
ABC-type transport system permease protein (probable substrate sugar),HVO_B0036,7.478277,6.2540684,7.321686,7.018010467,6.461134,6.6429577,7.0275164,6.710536033,-0.307474433,0.504040892,0.718507488
ABC-type transport system ATP-binding protein,HVO_1985,6.466101,6.3139873,6.7602024,6.513430233,6.206366,6.141675,6.272323,6.206788,-0.306642233,0.087651484,0.433363727
unknown protein,HVO_B0362,9.144694,8.058152,8.520994,8.574613333,7.6575284,8.076207,9.071042,8.268259133,-0.3063542,0.590334299,0.7608365
unknown protein,HVO_A0399,9.618779,8.341919,9.358537,9.106411667,8.834116,9.294829,8.271661,8.800202,-0.306209667,0.56527177,0.747853778
ABC-type transport system permease protein,HVO_1986,7.1373396,6.9415307,7.3411393,7.1400032,6.8232594,6.857705,6.826891,6.8359518,-0.3040514,0.058564118,0.362074437
hypothetical protein,HVO_2824,8.514421,8.475502,8.215826,8.401916333,8.076431,8.024242,8.199423,8.100032,-0.301884333,0.047949444,0.327750488
"MFS permease [drug], putative",HVO_B0251,8.034551,6.682818,7.3369455,7.351438167,6.797453,6.5888376,7.7687325,7.051674367,-0.2997638,0.604105884,0.769616991
hypothetical protein,HVO_0849,7.862134,7.463344,7.126516,7.483998,7.0042043,7.038026,7.5117297,7.184653333,-0.299344667,0.327215146,0.65607814
6-pyruvoyl tetrahydropterin synthase,HVO_1718,6.9666777,8.153973,7.800858,7.6405029,7.287809,6.7281275,8.008102,7.341346167,-0.299156733,0.589709039,0.7608365
conserved hypothetical protein,HVO_B0358,8.459885,9.57205,9.285761,9.105898667,8.960964,7.967282,9.495347,8.807864333,-0.298034333,0.621698195,0.781042657
"succinyl-CoA synthase, beta subunit",HVO_2465,9.613923,10.668638,10.73726,10.33994033,10.425626,9.7855,9.917027,10.04271767,-0.297222667,0.511179213,0.721979551
conserved hypothetical protein,HVO_0184,6.479931,6.5407467,6.983755,6.668144233,6.450385,6.328553,6.3347015,6.371213167,-0.296931067,0.143803112,0.534127035
IS200-type transposase,HVO_B0242,11.19992,11.041966,11.017501,11.08646233,11.140974,10.647956,10.582947,10.79062567,-0.295836667,0.185454783,0.587666179
conserved hypothetical protein,HVO_2400,6.833991,7.92078,6.8955164,7.216762467,7.002426,7.0128384,6.7493143,6.921526233,-0.295236233,0.46148229,0.696037096
Sodium:sulfate symporter transmembrane region superfamily,HVO_B0019,6.971144,5.7612906,6.195518,6.309317533,5.9404616,5.9629807,6.1445336,6.015991967,-0.293325567,0.460581729,0.696037096
Domain of unknown function DUF147 family,HVO_1660,10.32438,10.096604,9.778028,10.06633733,10.029928,10.169687,9.128092,9.775902333,-0.290435,0.468284424,0.696831004
conserved hypothetical protein,HVO_A0071,8.143876,6.954376,7.1513634,7.416538467,6.9298234,7.5178084,6.932439,7.126690267,-0.2898482,0.525093391,0.727339335
N-acyl-D-amino acid deacylase family protein,HVO_A0429,10.861281,11.522577,11.295038,11.22629867,12.127017,11.259898,9.424152,10.93702233,-0.289276333,0.742074871,0.856157603
"DNA primase, eukaryotic-type, small subunit",HVO_2697,8.457882,8.967384,8.07204,8.499102,8.460573,8.293653,7.878477,8.210901,-0.288201,0.407542041,0.674809819
Elp3 of HAT (histone acetyltransferase) family,HVO_2888,8.200925,8.785778,8.334159,8.440287333,8.397958,7.975881,8.087029,8.153622667,-0.286664667,0.257781511,0.636032445
conserved hypothetical protein,HVO_1359,8.642044,9.690985,9.668612,9.333880333,9.256194,8.573308,9.314254,9.047918667,-0.285961667,0.533218088,0.730518936
glutamyl-tRNA(Gln) amidotransferase subunit E,HVO_2902,7.7508316,8.394174,7.83012,7.991708533,7.881726,7.267602,7.970727,7.706685,-0.285023533,0.395579069,0.668300866
4-aminobutyrate aminotransferase,HVO_B0261,8.081083,6.7928233,7.4608936,7.4449333,7.194381,6.687809,7.5982833,7.160157767,-0.284775533,0.565971543,0.747886606
unknown protein,HVO_B0192,9.496236,10.108756,10.468026,10.02433933,9.530741,9.223463,10.466276,9.74016,-0.284179333,0.577429426,0.754497524
A/G-specific adenine glycosylase,HVO_2896,7.579637,8.216811,7.8611727,7.885873567,7.5723553,7.261193,7.9754386,7.602995633,-0.282877933,0.364895556,0.661493618
GDP-mannose mannosyl hydrolase,HVO_2060,11.185767,11.435932,11.187633,11.26977733,11.7765665,11.2612915,9.925727,10.98786167,-0.281915667,0.639808977,0.792059265
hypothetical protein,HVO_B0275,7.37117,6.527775,6.9968696,6.965271533,6.7939844,6.608455,6.647732,6.683390467,-0.281881067,0.323294788,0.65607814
inosine monophosphate dehydrogenase,HVO_0996,8.297326,9.033874,8.43273,8.587976667,8.768706,8.283379,7.866718,8.306267667,-0.281709,0.460266734,0.696037096
centromere-like function with Spo0J involved in forespore,HVO_B0018,7.630093,7.396282,6.850149,7.292174667,7.083682,7.0919976,6.8577127,7.011130767,-0.2810439,0.312688958,0.654544463
sliding clamp PCNA,HVO_0175,9.542851,10.229272,10.202175,9.991432667,9.839557,9.654371,9.639719,9.711215667,-0.280217,0.296253674,0.650094103
DNA topoisomerase VI subunit B,HVO_1571,9.886069,10.192361,10.148913,10.075781,9.929438,9.549095,9.911316,9.796616333,-0.279164667,0.149065928,0.541008855
histidyl-tRNA synthetase,HVO_1854,7.1783957,7.9366937,7.4437184,7.5196026,7.326971,6.944672,7.4498954,7.2405128,-0.2790898,0.358501384,0.661493618
GTP-binding protein,HVO_0911,10.134134,10.607288,10.6274395,10.45628717,10.249341,10.086453,10.196509,10.17743433,-0.278852833,0.172626815,0.569729967
hypothetical protein,HVO_A0444,10.246834,10.185235,10.003061,10.14504333,10.121056,10.218028,9.261579,9.866887667,-0.278155667,0.423891105,0.683190186
A-type ATP synthase subunit E,HVO_0313,12.133525,13.20928,12.980429,12.77441133,12.937481,11.807335,12.744466,12.49642733,-0.277984,0.592359673,0.76171452
unknown protein,HVO_B0117,8.767215,8.277415,8.079634,8.374754667,7.9999814,8.207116,8.083754,8.096950467,-0.2778042,0.262206634,0.636745156
conserved hypothetical protein,HVO_2915,9.282149,9.626405,9.990558,9.633037333,9.420768,9.458373,9.1979265,9.3590225,-0.274014833,0.281073812,0.646429999
hypothetical protein,HVO_1842,9.615478,9.043034,8.895245,9.184585667,8.494781,9.198741,9.039466,8.910996,-0.273589667,0.421865905,0.682558637
"dihydrodipicolinate synthase, putative",HVO_B0097,7.293077,5.978778,6.449958,6.573937667,6.1247215,6.199119,6.5780067,6.300615733,-0.273321933,0.540785825,0.735285709
3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase,HVO_A0097,7.1831746,7.5293355,6.9212966,7.2112689,7.587483,6.507938,6.7233152,6.939578733,-0.271690167,0.50771281,0.720782169
prolyl-tRNA synthetase,HVO_0870,9.138958,9.848843,9.367988,9.451929667,9.413203,9.021218,9.112025,9.182148667,-0.269781,0.324569996,0.65607814
Formyltetrahydrofolate deformylase,HVO_2191,10.99626,11.028255,11.068767,11.031094,10.838715,11.237086,10.210092,10.76196433,-0.269129667,0.419920101,0.681066993
putative DNA binding protein,HVO_B0148,7.7194386,6.3593383,6.797048,6.9586083,6.5025353,6.4512787,7.1170077,6.6902739,-0.2683344,0.586542389,0.759575789
hypothetical protein,HVO_B0259,7.877352,7.0311637,7.699865,7.5361269,7.2410007,6.9922676,7.571337,7.268201767,-0.267925133,0.432637418,0.685510978
sulfate adenylyltransferase small subunit,HVO_1079,13.823877,14.228547,13.864247,13.97222367,13.735163,14.050196,13.332175,13.70584467,-0.266379,0.337032134,0.65611776
conserved hypothetical protein,HVO_1026,6.5627995,7.0175014,6.9961777,6.8588262,6.513683,6.652797,6.6112347,6.592571567,-0.266254633,0.158405108,0.549293482
conserved hypothetical protein,HVO_1030,6.1375437,6.231729,6.4569626,6.275411767,6.0496764,5.9821258,5.996505,6.009435733,-0.265976033,0.05173923,0.338556374
cytochrome P450,HVO_1558,7.9783764,8.915658,7.983453,8.2924958,8.285216,8.167096,7.6276298,8.026647267,-0.265848533,0.513840767,0.722368321
ArcR family transcription regulator,HVO_A0332,7.5312104,7.0110717,6.818248,7.1201767,6.8333845,7.357924,6.371708,6.854338833,-0.265837867,0.496342627,0.713043748
oligoendopeptidase F,HVO_1847,8.293581,8.970435,8.43354,8.565852,8.582145,8.195584,8.122865,8.300198,-0.265654,0.349110578,0.661493618
hypothetical conserved protein,HVO_B0120,7.653828,6.108599,6.5819006,6.781442533,6.4213977,6.131585,7.0006485,6.517877067,-0.263565467,0.641183344,0.792973134
ABC-type transport system permease protein (probable substrate sugar),HVO_B0108,7.662091,6.319633,6.863584,6.948436,6.483246,6.2251244,7.349889,6.686086467,-0.262349533,0.63878754,0.791596164
"Domain of unknown function, putative",HVO_1361,9.274412,8.56166,10.234318,9.356796667,9.175996,9.458609,8.648749,9.094451333,-0.262345333,0.652267908,0.800794129
hypothetical protein,HVO_0598,9.059262,8.621094,8.446014,8.70879,7.9083724,9.189092,8.242591,8.446685133,-0.262104867,0.570523586,0.750342076
unknown protein,HVO_A0242,11.032884,10.426911,10.561152,10.673649,10.352008,10.80794,10.0787115,10.4128865,-0.2607625,0.406063727,0.674516028
putative lipid/cholesterol transport,HVO_A0467,8.595828,8.141688,8.1413145,8.2929435,8.138808,8.3492565,7.6085324,8.032198967,-0.260744533,0.384708266,0.665969783
alpha-ketoglutarate semialdehyde dehydrogenase,HVO_B0039,7.6605916,7.014616,7.3759174,7.350375,7.050695,6.8330717,7.388889,7.090885233,-0.259489767,0.353003581,0.661493618
conserved protein,HVO_0675,8.170115,8.668047,8.311381,8.383181,7.729785,7.8476224,8.795702,8.1243698,-0.2588112,0.521169204,0.726816813
tricarboxylate transport membrane protein RctA,HVO_0611,7.3774877,7.2314386,7.8554053,7.488110533,7.282495,7.3503056,7.055264,7.229354867,-0.258755667,0.282363951,0.646700265
diadenosine tetraphosphate pyrophosphohydrolase,HVO_1391,7.4592934,7.4482365,7.866211,7.591246967,7.0886846,7.5647774,7.344348,7.332603333,-0.258643633,0.254374312,0.635520671
Orc1-type DNA replication protein,HVO_0634,11.743032,12.354763,12.188398,12.09539767,12.465596,11.520815,11.527336,11.83791567,-0.257482,0.517400435,0.724607304
XerC/D-like integrase,HVO_1422,7.4758906,7.256707,7.2754316,7.336009733,6.8142214,6.9051404,7.5169983,7.0787867,-0.257223033,0.328902029,0.65607814
conserved hypothetical protein,HVO_3003,7.6818714,8.351859,8.398596,8.1441088,7.735547,7.834121,8.092297,7.887321667,-0.256787133,0.370527105,0.661493618
hypothetical protein,HVO_B0352,9.489839,8.442269,9.239148,9.057085333,9.007979,9.012547,8.389854,8.80346,-0.253625333,0.538485173,0.734072055
cobalamin 5-phosphate synthase,HVO_0588,6.329065,7.789357,7.2115817,7.110001233,7.1658063,6.208397,7.1958513,6.856684867,-0.253316367,0.660117129,0.80583071
unknown protein,HVO_A0136,10.148487,9.460322,9.499277,9.702695333,9.601518,9.673153,9.074646,9.449772333,-0.252923,0.435635939,0.687800799
hypothetical protein,HVO_A0321,7.1974072,6.2135773,6.3957496,6.6022447,6.4545956,6.804689,5.790281,6.3498552,-0.2523895,0.583751793,0.758510974
heme synthase,HVO_1013,10.874747,11.321521,11.009004,11.068424,11.161734,10.656952,10.629812,10.816166,-0.252258,0.311200265,0.653939216
malonate transporter,HVO_B0099,7.9702187,6.4166937,7.4497294,7.2788806,6.9397273,6.824671,7.316254,7.0268841,-0.2519965,0.627380328,0.784717705
menaquinone-specific isochorismate synthase,HVO_1470,6.078985,6.7083235,6.2761717,6.3544934,6.0619974,5.838454,6.4120736,6.104175,-0.2503184,0.37302401,0.661493618
conserved hypothetical protein,HVO_1012,7.657589,7.884591,7.681483,7.741221,7.4525304,7.5249605,7.4958587,7.491116533,-0.250104467,0.029010664,0.255737444
A-type ATP synthase subunit C,HVO_0314,12.175154,13.258672,13.164918,12.866248,13.065675,11.856466,12.926317,12.61615267,-0.250095333,0.653116578,0.800794129
ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar),HVO_2113,7.410146,6.465596,6.917576,6.931106,6.7371836,7.119188,6.186734,6.6810352,-0.2500708,0.550653675,0.740838241
transcription regulator AsnC family,HVO_0240,8.882824,9.422681,9.107097,9.137534,8.910096,8.700946,9.052694,8.887912,-0.249622,0.252731844,0.635520671
aspartyl-tRNA(Asn) amidotransferase subunit C,HVO_1053,9.4632845,10.205491,10.029447,9.8994075,9.952846,9.47002,9.52852,9.650462,-0.2489455,0.409800646,0.674816353
A-type ATP synthase subunit A,HVO_0316,12.459834,13.440577,13.170456,13.02362233,13.167277,11.910054,13.248837,12.77538933,-0.248233,0.659670636,0.805813014
DNA mismatch repair protein mutS,HVO_1940,9.01752,9.640748,9.86959,9.509286,9.257132,8.845898,9.687185,9.263405,-0.245881,0.523184121,0.726816813
conserved hypothetical protein,HVO_0839,10.080958,10.105578,9.892804,10.02644667,9.798718,10.22121,9.322918,9.780948667,-0.245498,0.411520254,0.676250809
conserved hypothetical protein,HVO_0761,8.162086,7.5864854,7.4302325,7.726267967,7.1202364,7.490668,7.831483,7.4807958,-0.245472167,0.463054439,0.696037096
ABC-type transport system periplasmic substrate-binding protein (probable substrate thiamine),HVO_0022,6.1363406,6.573764,6.322967,6.3443572,6.022367,5.853102,6.422962,6.099477,-0.2448802,0.310771498,0.653939216
glutamate carboxypeptidase,HVO_0042,11.8979,12.493288,12.278188,12.22312533,12.260277,11.556677,12.121118,11.97935733,-0.243768,0.42811943,0.684887968
conserved protein,HVO_0476,6.772725,7.7594733,6.767911,7.100036433,6.5594544,6.364154,7.649074,6.8575608,-0.242475633,0.664191914,0.806750054
conserved hypothetical protein,HVO_2359,8.078316,8.409635,8.18648,8.224810333,7.797453,8.156619,7.9952817,7.9831179,-0.241692433,0.165076026,0.55653804
conserved hypothetical protein,HVO_1884,9.374137,9.186059,10.08397,9.548055333,9.356168,9.400077,9.16391,9.306718333,-0.241337,0.44162136,0.69153616
